
1711220317614053.8,1.65390586807683,1.0208481557221951,0.7061685431057985,0.19053779686952588,0.1603334853745153,0.12458144319674602
1711220317614210.0,1.049511430916441,1.1690958478558766,1.094509690898807,0.34001831804381943,0.3088893847683476,0.25772697958291957
1711220317614366.2,0.9813976264225879,1.133035598417953,1.21224486427732,0.4571370769020273,0.4349461541709978,0.38809865062771465
1711220317614522.5,1.007595243535608,1.140124365401478,1.264640098503362,0.546208975086298,0.5400448298832323,0.503059958664851
1711220317614678.8,1.0596822705014972,1.1727943349777128,1.3050152495834304,0.615863815880914,0.6232607901245917,0.5952139294506527
1711220317614835.0,1.1154677845892245,1.2153269368788528,1.3453904006634954,0.6778134751717051,0.6932238381793638,0.6716493299686412
1711220317614991.2,1.1638563244332722,1.259092367820605,1.3897722461255526,0.7366810618609616,0.7579473628115334,0.7397631344624944
1711220317615147.5,1.2088545844156364,1.3013167624615907,1.4310720189860788,0.7936994049893009,0.8186641930617089,0.8010963792329768
1711220317615303.8,1.2520036008370816,1.3441575716228833,1.4748374499278327,0.8460946392153428,0.8741414998892836,0.8578065151011636
1711220317615460.0,1.2929951664374535,1.3820670646217241,1.5139797719672856,0.8957160081000044,0.9262285268551693,0.9111263711076649
1711220317615616.2,1.3302882449159892,1.4205929721408737,1.5534303012668929,0.9437963406838996,0.9752334812195258,0.9619805690329386
1711220317615772.5,1.3654238725734515,1.4532629417171083,1.5870248926235888,0.9872535643654992,1.0205399484620425,1.0103691088769864
1711220317615928.8,1.3987102566699967,1.4840836677324276,1.6181538258990606,1.0291697517463323,1.0652300011842541,1.0581412342007308
1711220317616085.0,1.4295309826853142,1.5133633574469805,1.6508237954752971,1.070161317346706,1.1105364684267727,1.1074543958252399
1711220317616241.2,1.4646666103427783,1.5469579488036764,1.685651215872607,1.1111528829470778,1.1524526558076058,1.149370583206073
1711220317616397.5,1.4951791290979415,1.5793197111197603,1.7220196725706831,1.1533772775880635,1.1946770504485897,1.1909785633267518
1711220317616553.8,1.524767026072647,1.6073665717937011,1.753148605846155,1.1928278068876708,1.2372096523497298,1.2359768233091177
1711220317616710.0,1.5534303012668929,1.628941080004422,1.7753395285771845,1.2214910820819185,1.2698796219259663,1.2692632074056593
1711220317616866.2,1.5787032965994534,1.6597618060197394,1.8052356328120407,1.2575513315198386,1.3068644931443494,1.310254773006033
1711220317617022.5,1.603976291932014,1.685651215872607,1.8332824934859815,1.2905295083562294,1.340767291761198,1.3447739861431884
1711220317617178.8,1.6304821163051884,1.7072257240833295,1.8557816234771636,1.3195009908106297,1.3722044322968223,1.3762111266788146
1711220317617335.0,1.6529812462963704,1.7278756105135944,1.8761233026472741,1.3450821934033428,1.3990184639301475,1.4048744018730588
1711220317617491.2,1.6711654746454094,1.7445188025618652,1.892150080175238,1.3660402870937602,1.4224422157017909,1.4286063609048547
1711220317617647.5,1.6887332884741397,1.7627030309109042,1.9137245883859606,1.3910050751661664,1.448023418294504,1.45542039253818
